19	what alcohol sanitizer kills coronavirus	0.6213	0.6008	0.5841	0.5834	0.5824	0.5489	0.5396	0.5389	0.5257	0.5241	0.5189	0.5167	0.5158	0.5127	0.5064	0.5037	0.5017	0.5016	0.5011	0.501
20	coronavirus and ace inhibitors	0.7094	0.6564	0.6121	0.5903	0.5897	0.5878	0.5648	0.5569	0.5521	0.5473	0.5404	0.5373	0.5354	0.533	0.5298	0.5293	0.5231	0.5178	0.508	0.5021
21	coronavirus mortality	0.7295	0.6427	0.617	0.5724	0.5314	0.5266	0.524	0.5229	0.5228	0.5205	0.5125	0.5089	0.506	0.5005	0.4997	0.4969	0.4942	0.4939	0.4926	0.4903
22	coronavirus heart impacts	0.7532	0.651	0.6467	0.6026	0.6014	0.5991	0.5792	0.5521	0.5422	0.5276	0.5215	0.5181	0.512	0.5094	0.5077	0.5066	0.506	0.5024	0.4996	0.4988
23	coronavirus hypertension	0.7538	0.6208	0.5791	0.5443	0.5436	0.5408	0.5396	0.5295	0.5271	0.5211	0.5183	0.5182	0.5179	0.5159	0.5149	0.5127	0.512	0.5062	0.5036	0.5008
24	coronavirus diabetes	0.7702	0.6178	0.6069	0.5538	0.5524	0.5471	0.5449	0.5416	0.5343	0.5303	0.5301	0.5292	0.529	0.5263	0.5254	0.5201	0.5196	0.5165	0.5157	0.5156
25	coronavirus biomarkers	0.7606	0.6263	0.5871	0.5695	0.5239	0.5198	0.5117	0.5061	0.5024	0.4914	0.4758	0.4726	0.4713	0.4711	0.4662	0.4616	0.4603	0.4576	0.4569	0.4541
26	coronavirus early symptoms	0.8556	0.6865	0.6666	0.6496	0.6397	0.6366	0.6363	0.6353	0.6095	0.609	0.6085	0.605	0.6012	0.5966	0.5958	0.5942	0.5935	0.5865	0.5858	0.582
27	coronavirus asymptomatic	0.7847	0.6398	0.5759	0.5604	0.5361	0.5262	0.5236	0.5205	0.5117	0.5052	0.5026	0.4982	0.4977	0.4964	0.4958	0.4955	0.4947	0.4934	0.4928	0.4924
28	coronavirus hydroxychloroquine	0.7068	0.5718	0.5396	0.5162	0.5109	0.51	0.494	0.4893	0.4805	0.4802	0.4802	0.4782	0.4779	0.4735	0.4718	0.4704	0.4678	0.4671	0.4643	0.4631
29	coronavirus drug repurposing	0.6592	0.5983	0.5434	0.5273	0.5122	0.4946	0.4914	0.4912	0.4841	0.4815	0.4808	0.4794	0.4766	0.4765	0.4715	0.4714	0.4683	0.4675	0.466	0.4653
30	coronavirus remdesivir	0.733	0.5577	0.5423	0.5422	0.5222	0.521	0.521	0.5162	0.4984	0.498	0.4976	0.4947	0.493	0.49	0.4887	0.4857	0.4841	0.4836	0.4826	0.482
31	difference between coronavirus and flu	0.8164	0.7115	0.707	0.7024	0.699	0.6957	0.6924	0.6838	0.6821	0.6783	0.6669	0.6491	0.645	0.6433	0.6252	0.6241	0.6164	0.6057	0.5999	0.5956
32	coronavirus subtypes	0.773	0.6019	0.5597	0.5538	0.552	0.5507	0.55	0.5482	0.5456	0.5445	0.5427	0.5406	0.5403	0.5388	0.5279	0.5277	0.526	0.5259	0.5228	0.5217
33	coronavirus vaccine candidates	0.7248	0.625	0.6086	0.601	0.5917	0.5882	0.5768	0.5721	0.5686	0.5679	0.5665	0.5646	0.5612	0.5602	0.5562	0.5483	0.5468	0.5427	0.541	0.5408
34	coronavirus recovery	0.7364	0.5915	0.5654	0.527	0.498	0.4941	0.484	0.4811	0.4748	0.4746	0.4723	0.4712	0.4682	0.4591	0.4569	0.4568	0.4567	0.4531	0.45	0.4469
35	coronavirus public datasets	0.6406	0.4951	0.4925	0.4787	0.4712	0.4595	0.4521	0.4512	0.4488	0.4379	0.4339	0.4325	0.4314	0.4226	0.4216	0.4124	0.4097	0.4094	0.4073	0.4064
36	sars cov 2 spike structure	0.5357	0.5313	0.4936	0.476	0.474	0.4669	0.4625	0.4616	0.4615	0.4524	0.4461	0.4454	0.4388	0.4376	0.4268	0.4193	0.4134	0.4083	0.408	0.406
37	sars cov 2 phylogenetic analysis	0.6638	0.6248	0.5567	0.53	0.5127	0.5023	0.4868	0.4858	0.4832	0.4563	0.4524	0.4523	0.4499	0.4487	0.4457	0.4391	0.4349	0.4335	0.4299	0.4276
38	covid inflammatory response	0.7325	0.681	0.6684	0.6347	0.6269	0.6258	0.6187	0.6179	0.6099	0.6094	0.6071	0.6046	0.6046	0.6011	0.5942	0.5914	0.5866	0.5813	0.5803	0.5764
39	covid 19 cytokine storm	0.5214	0.5196	0.5135	0.5102	0.5044	0.5	0.4805	0.4704	0.4675	0.4671	0.4592	0.4586	0.4567	0.4537	0.449	0.4462	0.4443	0.4436	0.4434	0.4419
40	coronavirus mutations	0.7807	0.6323	0.5814	0.5297	0.5043	0.4992	0.4913	0.4886	0.4868	0.4841	0.4838	0.4838	0.4827	0.4771	0.4753	0.4736	0.4717	0.4707	0.4704	0.4703
41	covid 19 in african americans	0.5679	0.5245	0.4967	0.4784	0.4766	0.4711	0.471	0.4698	0.4651	0.4536	0.4532	0.449	0.4489	0.4458	0.4406	0.4401	0.4391	0.4385	0.4378	0.4372
42	vitamin d and covid 19	0.7275	0.7234	0.72	0.7179	0.7108	0.7065	0.7055	0.7052	0.7007	0.6963	0.6904	0.689	0.6858	0.6849	0.6837	0.6741	0.6738	0.6727	0.6725	0.67
43	violence during pandemic	0.6656	0.6647	0.6459	0.6318	0.6198	0.6154	0.6109	0.6097	0.6018	0.591	0.5904	0.5879	0.5856	0.585	0.5769	0.5653	0.561	0.546	0.5455	0.5443
44	impact of masks on coronavirus transmission	0.6107	0.5409	0.5208	0.5176	0.5174	0.5122	0.4904	0.4874	0.4804	0.4686	0.4637	0.4633	0.4594	0.4585	0.4585	0.4579	0.4579	0.4571	0.4563	0.4521
45	coronavirus mental health impact	0.6162	0.5922	0.5457	0.5195	0.5184	0.4937	0.4855	0.4834	0.4822	0.4774	0.4756	0.4727	0.4661	0.4649	0.4644	0.4641	0.4622	0.462	0.4593	0.4584
46	dexamethasone coronavirus	0.6705	0.6312	0.6218	0.5891	0.5889	0.5708	0.5548	0.5363	0.5322	0.5077	0.5073	0.4954	0.4947	0.4916	0.4898	0.4877	0.4873	0.4868	0.4847	0.4828
47	covid 19 outcomes in children	0.5476	0.5127	0.5095	0.5058	0.4996	0.4984	0.4965	0.493	0.4921	0.489	0.4785	0.4747	0.4737	0.4729	0.4683	0.4658	0.4613	0.4593	0.4548	0.4544
48	school reopening coronavirus	0.582	0.534	0.5022	0.4951	0.4702	0.4508	0.45	0.4457	0.4379	0.4275	0.4192	0.4164	0.416	0.4125	0.4111	0.4095	0.4089	0.4088	0.4059	0.4058
49	post infection covid 19 immunity	0.5831	0.559	0.5569	0.542	0.5414	0.537	0.531	0.5229	0.5218	0.5176	0.5088	0.5047	0.5006	0.5005	0.5004	0.4959	0.4942	0.493	0.491	0.4888
50	mrna vaccine coronavirus	0.7311	0.6263	0.6001	0.5924	0.5827	0.5758	0.5689	0.5608	0.5583	0.5511	0.5479	0.5423	0.5413	0.5296	0.5283	0.5281	0.5276	0.5264	0.5258	0.5257
156493	do goldfish grow	0.8755	0.8029	0.7893	0.7794	0.7752	0.7582	0.7564	0.7191	0.7148	0.6963	0.696	0.6918	0.6893	0.6851	0.6842	0.6822	0.679	0.6777	0.6767	0.6755
1110199	what is wifi vs bluetooth	0.8749	0.8187	0.7875	0.734	0.7305	0.7147	0.7081	0.7071	0.694	0.6829	0.6782	0.6744	0.6732	0.6728	0.6677	0.6636	0.6606	0.6567	0.6554	0.6424
1063750	why did the us volunterilay enter ww1	0.7472	0.7451	0.7396	0.7253	0.7223	0.7179	0.7041	0.6779	0.6669	0.6518	0.6484	0.6453	0.643	0.6212	0.6157	0.6102	0.6045	0.6006	0.5994	0.599
130510	definition declaratory judgment	0.7421	0.6741	0.638	0.6219	0.605	0.5978	0.5929	0.5897	0.5877	0.5809	0.5746	0.5697	0.5689	0.5662	0.5643	0.5642	0.5642	0.5587	0.5581	0.5561
489204	right pelvic pain causes	0.8515	0.8499	0.8403	0.8043	0.7665	0.7146	0.6963	0.6925	0.6721	0.6705	0.6641	0.6633	0.6631	0.662	0.6614	0.661	0.656	0.6543	0.6529	0.646
573724	what are the social determinants of health	0.9173	0.8584	0.8222	0.769	0.7577	0.692	0.6483	0.6253	0.602	0.6012	0.6009	0.5773	0.5767	0.5729	0.5709	0.5707	0.5698	0.5672	0.5614	0.5582
168216	does legionella pneumophila cause pneumonia	0.9185	0.7411	0.7146	0.7083	0.6987	0.6508	0.645	0.644	0.6399	0.6398	0.6394	0.6354	0.6339	0.6322	0.6306	0.6196	0.6185	0.6158	0.615	0.613
1133167	how is the weather in jamaica	0.9965	0.9666	0.9561	0.9019	0.8604	0.8525	0.8494	0.8354	0.8131	0.8109	0.7811	0.7787	0.7699	0.7645	0.7569	0.7544	0.7478	0.7272	0.7257	0.7196
527433	types of dysarthria from cerebral palsy	0.7237	0.7126	0.7014	0.6982	0.6872	0.663	0.6455	0.6351	0.6332	0.6325	0.6254	0.6096	0.5937	0.5931	0.5753	0.5576	0.5576	0.5431	0.5308	0.5297
1037798	who is robert gray	0.733	0.7277	0.7226	0.7141	0.6842	0.6491	0.6424	0.6149	0.6038	0.6029	0.597	0.5888	0.5867	0.5795	0.5708	0.5561	0.5471	0.5438	0.5414	0.5347
915593	what types of food can you cook sous vide	0.6892	0.6632	0.5918	0.5809	0.563	0.5528	0.5445	0.539	0.5268	0.5263	0.5036	0.5015	0.4985	0.4962	0.4912	0.4882	0.4868	0.4868	0.4866	0.486
264014	how long is life cycle of flea	0.984	0.9057	0.8802	0.84	0.7978	0.7345	0.7039	0.6903	0.6834	0.6736	0.6711	0.6655	0.6643	0.6585	0.6568	0.6526	0.6395	0.6361	0.629	0.6157
1121402	what can contour plowing reduce	0.7927	0.6373	0.577	0.5251	0.4969	0.4863	0.4517	0.4477	0.4474	0.4419	0.4375	0.4373	0.4338	0.4227	0.4203	0.4196	0.4141	0.4122	0.4042	0.4033
962179	when was the salvation army founded	0.9639	0.802	0.727	0.68	0.6668	0.6661	0.6479	0.6398	0.6306	0.5818	0.5705	0.5493	0.5197	0.5167	0.5069	0.5021	0.4996	0.4921	0.487	0.4852
1117099	what is a active margin	0.6838	0.6833	0.6426	0.6369	0.629	0.6212	0.6044	0.5972	0.5919	0.5851	0.5848	0.5775	0.5756	0.5742	0.5684	0.5669	0.5572	0.557	0.5494	0.5475
148538	difference between rn and bsn	0.9841	0.9647	0.8662	0.8503	0.8499	0.8373	0.8343	0.8135	0.7853	0.7759	0.7711	0.7616	0.7512	0.743	0.7419	0.7332	0.7327	0.7239	0.7208	0.7088
451602	medicare s definition of mechanical ventilation	0.6912	0.6807	0.6611	0.6528	0.6263	0.6256	0.6081	0.6058	0.6037	0.5961	0.5926	0.5926	0.5765	0.5734	0.5705	0.5562	0.556	0.5551	0.5547	0.5409
359349	how to find the midsegment of a trapezoid	0.7347	0.7314	0.7197	0.7183	0.6958	0.6936	0.6767	0.6651	0.6628	0.6602	0.6572	0.6428	0.6422	0.6421	0.6413	0.6362	0.631	0.6193	0.6169	0.6147
1115776	what is an aml surveillance analyst	0.7985	0.6462	0.6458	0.5869	0.5825	0.5574	0.5428	0.5426	0.539	0.5299	0.5277	0.5276	0.5067	0.4996	0.493	0.4906	0.4874	0.4815	0.4807	0.478
1112341	what is the daily life of thai people	0.6834	0.6483	0.6469	0.6389	0.6378	0.6248	0.6229	0.6219	0.6069	0.6057	0.6039	0.601	0.5911	0.5825	0.5818	0.5785	0.5757	0.5709	0.5698	0.5687
131843	definition of a sigmet	0.9672	0.7051	0.6019	0.5894	0.5644	0.5609	0.5532	0.5255	0.5194	0.5189	0.5158	0.5136	0.5135	0.5098	0.5053	0.5044	0.5028	0.502	0.5018	0.4973
104861	cost of interior concrete flooring	0.8787	0.8443	0.8388	0.8376	0.8264	0.7983	0.792	0.7838	0.7818	0.774	0.7637	0.758	0.756	0.753	0.7522	0.7495	0.7487	0.7484	0.7445	0.7384
833860	what is the most popular food in switzerland	0.8922	0.8352	0.8301	0.7148	0.7109	0.7051	0.6851	0.6811	0.6788	0.6687	0.6654	0.6628	0.6571	0.6569	0.6417	0.6377	0.6362	0.6313	0.6272	0.6269
207786	how are some sharks warm blooded	0.72	0.7175	0.6585	0.652	0.6279	0.6237	0.6125	0.6112	0.61	0.5998	0.5994	0.5953	0.5944	0.5904	0.5903	0.5879	0.5831	0.5785	0.5768	0.5754
1114819	what is durable medical equipment consist of	0.9637	0.9031	0.9014	0.8443	0.8165	0.8044	0.7176	0.6862	0.6463	0.6393	0.6167	0.6015	0.5934	0.5855	0.5817	0.5731	0.5731	0.5719	0.5689	0.5525
183378	exons definition biology	0.8603	0.7722	0.7474	0.7012	0.6633	0.6565	0.6564	0.6464	0.626	0.6198	0.618	0.6174	0.6122	0.5918	0.5882	0.5838	0.5726	0.5713	0.549	0.539
1106007	define visceral	0.9686	0.9016	0.8875	0.8654	0.8589	0.8497	0.8363	0.8353	0.8345	0.8098	0.8066	0.7327	0.7144	0.6693	0.6631	0.649	0.6157	0.601	0.591	0.585
1124210	tracheids are part of	0.8185	0.794	0.7847	0.7806	0.7788	0.7763	0.7646	0.7613	0.7573	0.7499	0.7461	0.7434	0.7396	0.7395	0.7374	0.73	0.7259	0.7194	0.7161	0.7146
490595	rsa definition key	0.8536	0.8193	0.8193	0.6923	0.6729	0.67	0.6628	0.619	0.6162	0.6041	0.603	0.5924	0.5867	0.5802	0.5712	0.57	0.564	0.5546	0.5542	0.5526
1103812	who formed the commonwealth of independent states	0.7281	0.7266	0.696	0.6776	0.6739	0.653	0.6524	0.6437	0.6419	0.6368	0.6311	0.6255	0.6126	0.5833	0.5801	0.5761	0.576	0.5669	0.5652	0.5643
87181	causes of left ventricular hypertrophy	0.9699	0.8928	0.7872	0.6737	0.6412	0.6366	0.636	0.6198	0.6118	0.6056	0.5917	0.5913	0.5912	0.5862	0.5833	0.5806	0.5732	0.5673	0.5619	0.5615
443396	lps laws definition	0.8365	0.824	0.6624	0.6273	0.5989	0.5961	0.5902	0.5818	0.58	0.58	0.5793	0.5776	0.5772	0.5724	0.5703	0.5702	0.565	0.5648	0.5629	0.5569
1121709	what are the three percenters	0.6289	0.5735	0.5368	0.5343	0.5341	0.5315	0.5286	0.5235	0.5191	0.5098	0.5078	0.5013	0.4981	0.4921	0.4837	0.4825	0.4812	0.477	0.468	0.4644
87452	causes of military suicide	0.7289	0.6376	0.6202	0.5808	0.5778	0.5725	0.5708	0.5608	0.5424	0.5356	0.535	0.5315	0.5266	0.5261	0.5224	0.5203	0.5194	0.5172	0.5171	0.515
855410	what is theraderm used for	0.5647	0.5562	0.5504	0.5412	0.536	0.5137	0.5135	0.5115	0.5114	0.5104	0.5076	0.5058	0.5054	0.5042	0.4995	0.4984	0.4947	0.4941	0.4928	0.4887
1114646	what is famvir prescribed for	0.6557	0.5943	0.5745	0.5584	0.5578	0.548	0.544	0.5385	0.5323	0.5283	0.524	0.5186	0.5181	0.518	0.5164	0.5163	0.5134	0.5112	0.5091	0.5079
19335	anthropological definition of environment	0.8182	0.8045	0.7706	0.7521	0.7046	0.7025	0.6912	0.6824	0.6705	0.6671	0.667	0.6621	0.651	0.6449	0.6437	0.6414	0.6368	0.6339	0.6325	0.6258
47923	axon terminals or synaptic knob definition	0.7219	0.7097	0.659	0.646	0.6444	0.6279	0.6217	0.619	0.6183	0.6169	0.6165	0.6137	0.5977	0.5925	0.589	0.5812	0.5803	0.5803	0.58	0.5697
405717	is cdg airport in main paris	0.718	0.6935	0.6605	0.6353	0.6331	0.611	0.6034	0.5975	0.5595	0.5527	0.5486	0.5455	0.5387	0.5363	0.5352	0.5338	0.5318	0.5317	0.5283	0.5269
182539	example of monotonic function	0.6092	0.5248	0.485	0.473	0.4708	0.4687	0.4421	0.4411	0.434	0.4218	0.4126	0.4095	0.4094	0.4082	0.408	0.4069	0.4063	0.4041	0.4015	0.3995
1113437	what is physical description of spruce	0.8054	0.7996	0.706	0.6897	0.6301	0.6056	0.5488	0.5408	0.5372	0.5347	0.5254	0.5221	0.5194	0.5147	0.5116	0.5075	0.5071	0.5014	0.4979	0.4938
1129237	hydrogen is a liquid below what temperature	0.9038	0.7282	0.6868	0.6491	0.6423	0.6381	0.6317	0.5997	0.5918	0.5911	0.5879	0.5871	0.5858	0.574	0.5734	0.5714	0.566	0.5654	0.5652	0.5615
146187	difference between a mcdouble and a double cheeseburger	0.5926	0.5925	0.5559	0.5501	0.5501	0.5358	0.5201	0.5155	0.5123	0.5082	0.5013	0.4919	0.4918	0.4893	0.4855	0.4775	0.474	0.4701	0.4684	0.4663
1030303	who is aziz hashim	0.6364	0.602	0.5387	0.5351	0.5086	0.5022	0.4977	0.4974	0.4955	0.4913	0.4884	0.4853	0.4769	0.4726	0.47	0.4664	0.4659	0.4654	0.4619	0.4563
1037496	who is rep scalise	0.8611	0.7591	0.5119	0.5106	0.5069	0.4995	0.4941	0.4914	0.4895	0.4838	0.473	0.4708	0.4675	0.4624	0.4594	0.4586	0.456	0.4511	0.4499	0.4487
1043135	who killed nicholas ii of russia	0.7689	0.6964	0.6525	0.6153	0.5595	0.5579	0.551	0.5499	0.5483	0.5444	0.538	0.5261	0.5233	0.518	0.5161	0.5156	0.5148	0.5148	0.5131	0.5012
1051399	who sings monk theme song	0.9213	0.9112	0.7732	0.6197	0.5929	0.5761	0.5745	0.5516	0.5458	0.5329	0.5207	0.5194	0.5187	0.5142	0.5136	0.509	0.5086	0.4967	0.4954	0.4949
1064670	why do hunters pattern their shotguns	0.5334	0.5311	0.5073	0.5015	0.498	0.496	0.4906	0.4867	0.4676	0.4674	0.465	0.464	0.463	0.4608	0.4606	0.4554	0.4519	0.4466	0.4433	0.4425
1071750	why is pete rose banned from hall of fame	0.7063	0.6596	0.6544	0.6442	0.6114	0.6013	0.5981	0.5935	0.5666	0.566	0.5584	0.5517	0.5441	0.5434	0.5415	0.5382	0.5357	0.531	0.5294	0.5267
1105792	define geon	0.7067	0.6115	0.5887	0.5592	0.5389	0.5374	0.5289	0.5289	0.5257	0.5228	0.521	0.5209	0.5201	0.5109	0.5106	0.5099	0.5087	0.5085	0.5077	0.5074
1106979	define pareto chart in statistics	0.5943	0.5551	0.5202	0.5131	0.5114	0.5063	0.5049	0.4989	0.4932	0.4876	0.4871	0.4806	0.4805	0.48	0.4776	0.4775	0.4773	0.4733	0.4703	0.4687
1108651	what the best way to get clothes white	0.6678	0.6668	0.6268	0.6224	0.6191	0.6188	0.609	0.5985	0.5944	0.5911	0.5863	0.579	0.5787	0.5722	0.5653	0.5591	0.557	0.5504	0.5502	0.543
1109707	what medium do radio waves travel through	0.7982	0.7303	0.7059	0.6948	0.6827	0.6799	0.6691	0.6667	0.6487	0.648	0.6396	0.6383	0.6252	0.6203	0.6108	0.6082	0.6014	0.6006	0.5963	0.5949
1110678	what is the un fao	0.6436	0.6412	0.6399	0.6121	0.5864	0.5833	0.5783	0.5751	0.5589	0.5518	0.5474	0.547	0.5466	0.544	0.5437	0.5396	0.5365	0.5346	0.5346	0.5332
1113256	what is reba mcentire s net worth	0.7719	0.7699	0.6487	0.6015	0.5951	0.5631	0.5413	0.5234	0.523	0.5176	0.5144	0.5128	0.5095	0.5037	0.499	0.499	0.497	0.4964	0.4941	0.4925
1115210	what is chaff and flare	0.6281	0.6243	0.6219	0.5475	0.5276	0.5257	0.5208	0.5156	0.5101	0.5088	0.5068	0.5046	0.5026	0.4959	0.4957	0.4951	0.4948	0.4928	0.4904	0.4893
1116380	what is a nonconformity earth science	0.7598	0.6712	0.6363	0.631	0.6177	0.615	0.5824	0.5803	0.5679	0.5652	0.5557	0.5489	0.5424	0.5412	0.5376	0.5364	0.5361	0.5353	0.5312	0.5299
1121353	what can you do about discrimination in the workplace in oklahoma city	0.7273	0.676	0.6489	0.6359	0.6132	0.6034	0.5972	0.5937	0.5892	0.5878	0.5829	0.5823	0.5766	0.5748	0.5684	0.5677	0.5623	0.5587	0.5525	0.5472
1122767	what amino produces carnitine	0.8197	0.7217	0.6842	0.6675	0.622	0.6021	0.5953	0.5945	0.5934	0.5893	0.5745	0.5732	0.5688	0.5681	0.568	0.5679	0.5623	0.5622	0.5616	0.5613
1127540	meaning of shebang	0.9628	0.7086	0.6629	0.528	0.5205	0.4976	0.491	0.486	0.4807	0.4762	0.4679	0.4637	0.4577	0.4577	0.4562	0.4548	0.4546	0.4508	0.4489	0.448
1131069	how many sons robert kraft has	0.5938	0.5887	0.5502	0.5047	0.4941	0.4928	0.4874	0.4857	0.4813	0.4805	0.476	0.467	0.4661	0.4637	0.4581	0.4575	0.4536	0.4536	0.4498	0.4449
1132532	average annual income data analyst	0.7716	0.7376	0.7301	0.7212	0.6849	0.6558	0.6489	0.635	0.6318	0.6315	0.6305	0.6294	0.6276	0.6254	0.6239	0.6228	0.6185	0.6168	0.6135	0.6071
1133579	how does granulation tissue start	0.8534	0.8188	0.8177	0.7943	0.7236	0.7228	0.7094	0.7033	0.657	0.6157	0.609	0.5916	0.5916	0.5756	0.57	0.5597	0.5568	0.5546	0.545	0.5421
1136043	difference between a hotel and motel	0.8305	0.7933	0.7731	0.7022	0.6655	0.6407	0.6329	0.6246	0.623	0.6095	0.6066	0.5967	0.5941	0.5922	0.5875	0.5872	0.5846	0.5845	0.5814	0.5787
1136047	difference between a company s strategy and business model is	0.8702	0.6784	0.6779	0.6622	0.6531	0.6528	0.6516	0.6481	0.6426	0.6419	0.6118	0.5751	0.5615	0.5584	0.5551	0.5548	0.5529	0.547	0.5443	0.5436
1136962	why did the ancient egyptians call their land kemet or black land	0.6206	0.5829	0.5483	0.5207	0.5193	0.5161	0.5131	0.5111	0.5077	0.5051	0.4957	0.4946	0.4933	0.4898	0.4859	0.4852	0.4847	0.4822	0.4816	0.4762
118440	define bmt medical	0.977	0.9362	0.8317	0.7815	0.7616	0.6772	0.6662	0.6536	0.6522	0.6508	0.6436	0.6261	0.6259	0.6238	0.6178	0.617	0.6167	0.6161	0.6108	0.6046
121171	define etruscans	0.981	0.8213	0.6543	0.6079	0.6025	0.6011	0.5858	0.5785	0.5778	0.5776	0.5748	0.5693	0.5568	0.555	0.5449	0.5328	0.5324	0.5299	0.526	0.5221
135802	definition of laudable	0.6452	0.5416	0.5207	0.5198	0.5118	0.5112	0.5066	0.5061	0.4988	0.4986	0.4957	0.4887	0.4856	0.4854	0.482	0.482	0.481	0.4797	0.4788	0.4775
141630	describe how muscles and bones work together to produce movement	0.9773	0.8895	0.8736	0.8698	0.8323	0.8099	0.8085	0.7652	0.7637	0.7586	0.7362	0.7323	0.7063	0.7049	0.6987	0.6967	0.6906	0.6896	0.6864	0.6837
156498	do google docs auto save	0.9472	0.6544	0.6258	0.603	0.5881	0.5865	0.5781	0.5662	0.5644	0.5607	0.5559	0.5553	0.5507	0.5474	0.5464	0.5427	0.5299	0.5298	0.5227	0.5213
169208	does mississippi have an income tax	0.8382	0.8209	0.7784	0.7372	0.6842	0.6759	0.6434	0.6429	0.6327	0.6314	0.6164	0.5972	0.592	0.5855	0.5819	0.5818	0.5808	0.5781	0.573	0.567
174463	dog day afternoon meaning	0.8152	0.7679	0.7625	0.7399	0.7383	0.7325	0.7136	0.7107	0.709	0.7	0.6799	0.6769	0.6534	0.6505	0.6398	0.6392	0.6363	0.6327	0.6174	0.5966
23849	are naturalization records public information	0.6244	0.5957	0.5933	0.5759	0.5659	0.5486	0.5437	0.541	0.532	0.5303	0.5241	0.5236	0.5231	0.5157	0.505	0.495	0.4939	0.4889	0.4863	0.4851
258062	how long does it take to remove wisdom tooth	0.9474	0.9148	0.9133	0.8654	0.8506	0.8454	0.835	0.8262	0.8243	0.8207	0.7952	0.7648	0.762	0.7596	0.7589	0.7572	0.7523	0.7522	0.7473	0.7446
